"Council","InstitutionID","InstitutionName","CollectionID","CollectionName","Path","Pageviews"
"Long Island Library Resources Council","LILRC031","Mastics-Moriches-Shirley Community Library","ZRR159","MMSCL., Vertical Files","mmscl-vertical-files",0
"Long Island Library Resources Council","LILRC031","Mastics-Moriches-Shirley Community Library","ZRR158","Walter T. Shirley Collection","walter-t-shirley-collection",0
"Central New York Library Resources Council","CLRC050","Maxwell Memorial Library","SRR167","West Genesee Yearbooks","west-genesee-yearbooks",0
"Southeastern New York Library Resources Council","SENYLRC045","Maybrook Railroad Museum","NYMAY001","Maybrook Switching Terminal Collection","maybrook-switching-terminal-collection",0
"South Central Regional Library Council","SCLRC018","McGraw Historical Society","NYMGH003","New York Central College","new-york-central-college",0
"South Central Regional Library Council","SCLRC018","McGraw Historical Society","NYMGH002","Daniel Lamont Correspondence","daniel-lamont-correspondence",3
"South Central Regional Library Council","SCLRC018","McGraw Historical Society","NYMGH001","Village of New York McGraw History","village-new-york-mcgraw-history",0
"Capital District Library Council","CDLC020","Mechanicville District Public Library","XIE003","Siciliano Restaurant World War II Veterans Collection","siciliano-restaurant-world-war-ii-veterans-collection",0
"Capital District Library Council","CDLC020","Mechanicville District Public Library","XIE002","Champlain Canal Collection","champlain-canal-collection",8
"Capital District Library Council","CDLC020","Mechanicville District Public Library","XIE001","Colonel Elmer E. Ellsworth Collection","colonel-elmer-e-ellsworth-collection",3
"Rochester Regional Library Council","RRLC011","Mendon Public Library","XBV001","Honeoye Falls Lima Yearbook Collection","honeoye-falls-lima-yearbook-collection",0
"Long Island Library Resources Council","LILRC032","Merrick Library","ZRR100","Merrick Historical Photographs","merrick-historical-photographs",0
"Long Island Library Resources Council","LILRC032","Merrick Library","ZRR112","Merrick Veterans Collection","merrick-veterans-collection",0
"Long Island Library Resources Council","LILRC032","Merrick Library","ZRR170","Merrick Historical Postcards","merrick-historical-postcards",0
"Capital District Library Council","CDLC021","Middleburgh Library","XHT008","Leonard Family","leonard-family",0
"Capital District Library Council","CDLC021","Middleburgh Library","XHT006","WW 2 Native Sons","ww-2-native-sons",0
"Capital District Library Council","CDLC021","Middleburgh Library","XHT005","Drug Company Statements Dr. Best House & Medical Exhibit","drug-company-statements-dr-best-house-medical-exhibit",0
"Capital District Library Council","CDLC021","Middleburgh Library","XHT004","Best Family","best-family",2
"Capital District Library Council","CDLC021","Middleburgh Library","XHT003","Main Street Businesses Middleburgh New York","main-street-businesses-middleburgh-new-york",0
"Capital District Library Council","CDLC021","Middleburgh Library","XHT002","World's Fair Items Dr. Best House & Medical Exhibit","worlds-fair-items-dr-best-house-medical-exhibit",0
"Capital District Library Council","CDLC021","Middleburgh Library","XHT001","Family Bible Records  Schoharie County NY","family-bible-records-schoharie-county-ny",9
"Capital District Library Council","CDLC021","Middleburgh Library","XHT007","World War 2 Fallen Sons","world-war-2-fallen-sons",0
"Northern New York Library Network","NNYLN013","Miner Institute","NYSMI001","Miner Institute Blueprints and Maps Collection","miner-institute-blueprints-and-maps-collection",0
"Capital District Library Council","CDLC022","miSci - Museum of Innovation and Science","NYSMU005","General Electric Audio Recordings","general-electric-audio-recordings",0
"Capital District Library Council","CDLC022","miSci - Museum of Innovation and Science","NYSMU002","General Electric Historical Documents","general-electric-historical-documents",0
"Capital District Library Council","CDLC022","miSci - Museum of Innovation and Science","NYSMU004","GE Research Lab Photographs","ge-research-lab-photographs",0
"Capital District Library Council","CDLC022","miSci - Museum of Innovation and Science","NYSMU003","Capital District Radio and Television Broadcasting","capital-district-radio-and-television-broadcasting",24
"Capital District Library Council","CDLC022","miSci - Museum of Innovation and Science","NYSMU001","General Electric Photographs","general-electric-photographs",0
"Southeastern New York Library Resources Council","SENYLRC042","Moffat Library of Washingtonville","ZSE026","Washingtonville Historic Postcard Collection","washingtonville-historic-postcard-collection",0
"Southeastern New York Library Resources Council","SENYLRC042","Moffat Library of Washingtonville","ZSE027","Washingtonville Historic Photograph Collection","washingtonville-historic-photograph-collection",0
"Southeastern New York Library Resources Council","SENYLRC042","Moffat Library of Washingtonville","ZSE028","Caldwell Family Collection","caldwell-family-collection",6
"Southeastern New York Library Resources Council","SENYLRC042","Moffat Library of Washingtonville","ZSE029","World War I Collection","world-war-i-collection",0
"Southeastern New York Library Resources Council","SENYLRC042","Moffat Library of Washingtonville","ZSE030","History of the Moffat Library","history-moffat-library",0
"Central New York Library Resources Council","CLRC052","Mohawk Valley Community College","SRR168","Mohawk Valley Community College Yearbooks","mohawk-valley-community-college-yearbooks",0
"Long Island Library Resources Council","LILRC033","Montauk Library","ZRR070","Montauk Historical Postcards","montauk-historical-postcards",0
"Long Island Library Resources Council","LILRC033","Montauk Library","ZRR113","Richard T. Gilmartin Collection","richard-t-gilmartin-collection",0
"Long Island Library Resources Council","LILRC033","Montauk Library","ZRR073","Montauk Maritime Collection","montauk-maritime-collection",0
"Long Island Library Resources Council","LILRC033","Montauk Library","ZRR123","Harry Bruno Collection","harry-bruno-collection",0
"Long Island Library Resources Council","LILRC033","Montauk Library","ZRR074","Montauk Military Collection","montauk-military-collection",0
"Long Island Library Resources Council","LILRC033","Montauk Library","ZRR072","Montauk Land Use and Development","montauk-land-use-and-development",0
"Long Island Library Resources Council","LILRC033","Montauk Library","ZRR071","Montauk Fishing Collection","montauk-fishing-collection",0
"Long Island Library Resources Council","LILRC033","Montauk Library","ZRR075","Montauk Social Life, Customs and Community Organizations","montauk-social-life-customs-and-community-organizations",0
"Western New York Library Resources Council","WNYLRC046","Museum of disABILITY History – A Project Of  People Inc.","NYM001","J. N. Adam Memorial Hospital","j-n-adam-memorial-hospital",0
"Southeastern New York Library Resources Council","SENYLRC034","Museum Village","ZSE023","Museum Village Artifact Collection","museum-village-artifact-collection",0
"Rochester Regional Library Council","RRLC012","Naples Library","XEI003","Naples Public Library Manuscripts and Documents","naples-public-library-manuscripts-and-documents",0
"Rochester Regional Library Council","RRLC012","Naples Library","XEI001","Naples Public Library Postcard Collection","naples-public-library-postcard-collection",0
"Capital District Library Council","CDLC023","Nassau Free Library","XHE001","Nassau Fair","nassau-fair",0
"Southeastern New York Library Resources Council","SENYLRC046","Nathan S. Kline Institute for Psychiatric Research","VFR001","Nathan S. Kline Institute History Collection","nathan-s-kline-institute-history-collection",0
"Rochester Regional Library Council","RRLC013","Nazareth College","XNC004","Nazareth College Yearbooks Collection ","nazareth-college-yearbooks-collection",0
"Rochester Regional Library Council","RRLC013","Nazareth College","XNC003","Nazareth College Poster Collection","nazareth-college-poster-collection",0
"Rochester Regional Library Council","RRLC013","Nazareth College","XNC002","Nazareth College Photograph Collection","nazareth-college-photograph-collection",0
"Rochester Regional Library Council","RRLC013","Nazareth College","XNC001","Nazareth College Gleaner Collection","nazareth-college-gleaner-collection",0
"Western New York Library Resources Council","WNYLRC050","Network of Religious Communities","NRLGC002","Directories of the Network of Religious Communities (NRC) and Predecessor Organizations","directories-network-religious-communities-nrc-and-predecessor-organizations",2
"Western New York Library Resources Council","WNYLRC050","Network of Religious Communities","NRLGC003","Minutes of the Network of Religious Communities (NRC) and Predecessor Organizations","minutes-network-religious-communities-nrc-and-predecessor-organizations",0
"Western New York Library Resources Council","WNYLRC050","Network of Religious Communities","NRLGC001","An Ecumenical Wind in Buffalo:  A History of the Local Council of Churches (Buffalo, New York) 1857-1977","ecumenical-wind-buffalo-history-local-council-churches-buffalo-new-york-1857-1977",3
"Central New York Library Resources Council","CLRC024","New Hartford Public Library","SRR086","Industries of Old New Hartford Collection","industries-old-new-hartford-collection",0
"Southeastern New York Library Resources Council","SENYLRC072","New Paltz Town Records","ZSE048","New Paltz Town Records Digital Collection","new-paltz-town-records-digital-collection",0
"Southeastern New York Library Resources Council","SENYLRC032","New Rochelle Public Library","ZSE025","Historic Postcards of New Rochelle","historic-postcards-new-rochelle",0
"Southeastern New York Library Resources Council","SENYLRC032","New Rochelle Public Library","ZSE024","New Rochelle Oral History Collection","new-rochelle-oral-history-collection",0
"Southeastern New York Library Resources Council","SENYLRC032","New Rochelle Public Library","ZSE050","Historic Photographs of New Rochelle","historic-photographs-new-rochelle",0
"Central New York Library Resources Council","CLRC045","New Woodstock Free Library","SRR136","Agnes Elliott Collection","agnes-elliott-collection",4
"Central New York Library Resources Council","CLRC045","New Woodstock Free Library","SRR164","Joseph Scala Collection","joseph-scala-collection",0
"Central New York Library Resources Council","CLRC045","New Woodstock Free Library","SRR114","Gordon Muck Collection","gordon-muck-collection",0
"Central New York Library Resources Council","CLRC045","New Woodstock Free Library","SRR139","Nancy Edwards Collection","nancy-edwards-collection",0
"Central New York Library Resources Council","CLRC045","New Woodstock Free Library","SRR129","The Growing Place Collection","growing-place-collection",0
"South Central Regional Library Council","SCLRC021","New York Chiropractic College - New York Chiropractic College Museum","YCI006","New York Chiropractic Historical Documents","new-york-chiropractic-historical-documents",0
"South Central Regional Library Council","SCLRC021","New York Chiropractic College - New York Chiropractic College Museum","YCI005","New York Chiropractic College Museum Artwork","new-york-chiropractic-college-museum-artwork",0
"South Central Regional Library Council","SCLRC021","New York Chiropractic College - New York Chiropractic College Museum","YCI003","Dr. Frank Dean Collection","dr-frank-dean-collection",4
"South Central Regional Library Council","SCLRC021","New York Chiropractic College - New York Chiropractic College Museum","YCI001","New York Chiropractic Historical People","new-york-chiropractic-historical-people",0
"Capital District Library Council","CDLC024","New York State Military Museum and Veterans Research Center","MMVRC005","New York State Veteran Oral History Collection","new-york-state-veteran-oral-history-collection",0
"Capital District Library Council","CDLC024","New York State Military Museum and Veterans Research Center","MMVRC004","War Diaries","war-diaries",0
"Capital District Library Council","CDLC024","New York State Military Museum and Veterans Research Center","MMVRC003","15th New York National Guard Enlistment Records","15th-new-york-national-guard-enlistment-records",47
"Capital District Library Council","CDLC024","New York State Military Museum and Veterans Research Center","MMVRC002","Civil War Carte de Visite Collection","civil-war-carte-de-visite-collection",22
"Capital District Library Council","CDLC024","New York State Military Museum and Veterans Research Center","MMVRC001","27th Division in World War Two","27th-division-world-war-two",6
"Rochester Regional Library Council","RRLC014","Newark Public Library","XEX002","Newark Public Library History","newark-public-library-history",0
"Rochester Regional Library Council","RRLC014","Newark Public Library","XEX001","Newark Area History and Views","newark-area-history-and-views",0
"Southeastern New York Library Resources Council","SENYLRC006","Newburgh Free Library","VFV007","Newburgh Free Library Historic Images and Documents","newburgh-free-library-historic-images-and-documents",0
"Southeastern New York Library Resources Council","SENYLRC006","Newburgh Free Library","VFV008","St. Patrick's High School","st-patricks-high-school",0
"Southeastern New York Library Resources Council","SENYLRC006","Newburgh Free Library","VFV001","Edmund Blunt Topographic Map Collection","edmund-blunt-topographic-map-collection",9
"Southeastern New York Library Resources Council","SENYLRC006","Newburgh Free Library","VFV002","Edward M. Ruttenber Collection","edward-m-ruttenber-collection",5
"Southeastern New York Library Resources Council","SENYLRC006","Newburgh Free Library","VFV009","East End Historic District Inventory Photographs","east-end-historic-district-inventory-photographs",10
"Southeastern New York Library Resources Council","SENYLRC006","Newburgh Free Library","VFV003","Frank Estabrook Collection","frank-estabrook-collection",0
"Southeastern New York Library Resources Council","SENYLRC006","Newburgh Free Library","VFV004","Newburgh Glebe Documents","newburgh-glebe-documents",0
"Southeastern New York Library Resources Council","SENYLRC006","Newburgh Free Library","VFV005","Hudson-Fulton Celebration, 1909","hudson-fulton-celebration-1909",0
"Southeastern New York Library Resources Council","SENYLRC006","Newburgh Free Library","VFV006","James E. Horton Collection","james-e-horton-collection",0
"Southeastern New York Library Resources Council","SENYLRC013","Newburgh Heritage Collection","ZSE016","Newburgh Municipal Records","newburgh-municipal-records",0
"Southeastern New York Library Resources Council","SENYLRC013","Newburgh Heritage Collection","ZSE018","Newburgh Organizational Records","newburgh-organizational-records",0
"Southeastern New York Library Resources Council","SENYLRC013","Newburgh Heritage Collection","ZSE017","Personal War Sketches of the Members of Ellis Post No. 52 of Newburgh, NY","personal-war-sketches-members-ellis-post-no-52-newburgh-ny",0
"Southeastern New York Library Resources Council","SENYLRC013","Newburgh Heritage Collection","ZSE022","Newburgh 1916 Assessment Photographs","newburgh-1916-assessment-photographs",0
"Western New York Library Resources Council","WNYLRC043","Niagara County Community College - Henrietta G. Lewis Library","YKU_007","NCCC Annual Reports","nccc-annual-reports",0
"Western New York Library Resources Council","WNYLRC043","Niagara County Community College - Henrietta G. Lewis Library","YKU_005","N-Triple-Scene","n-triple-scene",0
"Western New York Library Resources Council","WNYLRC043","Niagara County Community College - Henrietta G. Lewis Library","YKU_006","NCCC Scrapbooks","nccc-scrapbooks",0
"Western New York Library Resources Council","WNYLRC043","Niagara County Community College - Henrietta G. Lewis Library","YKU002","NCCC Commencement Ceremony Programs","nccc-commencement-ceremony-programs",0
"Western New York Library Resources Council","WNYLRC043","Niagara County Community College - Henrietta G. Lewis Library","YKU_004","NCCC Briefs","nccc-briefs",0
"Western New York Library Resources Council","WNYLRC043","Niagara County Community College - Henrietta G. Lewis Library","YKU003","Niagara County Community College Yearbooks","niagara-county-community-college-yearbooks",0
"Western New York Library Resources Council","WNYLRC025","Niagara County Historical Society","NYNCH002","Charles Rand Penney Trail","charles-rand-penney-trail",9
"Western New York Library Resources Council","WNYLRC025","Niagara County Historical Society","NYNCH001","Daniel Dumych Collection","daniel-dumych-collection",1
"Western New York Library Resources Council","WNYLRC026","Niagara University","VVN001","19th Century Monographs on the History of Western New York","19th-century-monographs-history-western-new-york",22
"Western New York Library Resources Council","WNYLRC041","Niagara University - Castellani Art Museum","NYNCH002","Charles Rand Penney Trail","charles-rand-penney-trail",9
"Western New York Library Resources Council","WNYLRC027","Nioga Library System - Lewiston Public Library","ZNM001","Early Records of the Sacarissa Lodge, Independent Order of Odd Fellows","early-records-sacarissa-lodge-independent-order-odd-fellows",11
"Western New York Library Resources Council","WNYLRC029","Nioga Library System - Lockport Public Library","ZNM002","Polster Photographs of Lockport, NY","polster-photographs-lockport-ny",0
"Western New York Library Resources Council","WNYLRC030","Nioga Library System - Niagara Falls Public Library","ZNM006","Daredevils of Niagara - Photos & writing from the Orrin E. Dunlap collection","daredevils-niagara-photos-writing-orrin-e-dunlap-collection",7
"Western New York Library Resources Council","WNYLRC030","Nioga Library System - Niagara Falls Public Library","ZNM005","State Reservation at Niagara","state-reservation-niagara",0
"Western New York Library Resources Council","WNYLRC030","Nioga Library System - Niagara Falls Public Library","ZNM007","Niagara Falls City Directories","niagara-falls-city-directories",0
"Northern New York Library Network","NNYLN014","North Country Community College - North Country Community College Libraries","ZNO-01","Oral Histories","oral-histories",0
"Northern New York Library Network","NNYLN014","North Country Community College - North Country Community College Libraries","ZNO001","NCCC Yearbooks","nccc-yearbooks",0
"Northern New York Library Network","NNYLN037","North Country Underground Railroad Historical Association","NNYG002","North Country Underground Railroad Historical Association","north-country-underground-railroad-historical-association",0
"Northern New York Library Network","NNYLN029","Northern New York Library Network","NNYLN-010","Cloudsplitter","cloudsplitter",5
"Long Island Library Resources Council","LILRC034","Northport-East Northport Public Library","ZRR128","Northport-East Northport Photograph Collection","northport-east-northport-photograph-collection",0
"Long Island Library Resources Council","LILRC034","Northport-East Northport Public Library","ZRR076","Northport-East Northport Postcard Collection","northport-east-northport-postcard-collection",0
"Capital District Library Council","CDLC025","Northville Public Library","XJX002","Map Collection","map-collection",0
"Capital District Library Council","CDLC025","Northville Public Library","XJX001","Sacandaga Park, NY Postcard Collection","sacandaga-park-ny-postcard-collection",0
"Southeastern New York Library Resources Council","SENYLRC048","Nyack Library","VGQ002","Nyack Library Oral History Collection","nyack-library-oral-history-collection",0
"Southeastern New York Library Resources Council","SENYLRC048","Nyack Library","VGQ008","Sally Savage Collection","sally-savage-collection",0
"Southeastern New York Library Resources Council","SENYLRC048","Nyack Library","VGQ007","Winston C. Perry Jr. Collection","winston-c-perry-jr-collection",0
"Southeastern New York Library Resources Council","SENYLRC048","Nyack Library","VGQ006","Van Houten's Landing Oral History Project","van-houtens-landing-oral-history-project",0
"Southeastern New York Library Resources Council","SENYLRC048","Nyack Library","VGQ003","Nyack High School Yearbooks","nyack-high-school-yearbooks",0
"Southeastern New York Library Resources Council","SENYLRC048","Nyack Library","VGQ001","Nyack Library Local History Collection","nyack-library-local-history-collection",0
"Southeastern New York Library Resources Council","SENYLRC048","Nyack Library","VGQ004","Robert Courtwright Collection","robert-courtwright-collection",0
"Southeastern New York Library Resources Council","SENYLRC048","Nyack Library","VGQ005","Van Cura Collection","van-cura-collection",0
"Long Island Library Resources Council","LILRC046","Oceanside Library","ZRR106","Oceanside High School Yearbooks","oceanside-high-school-yearbooks",0
"Long Island Library Resources Council","LILRC046","Oceanside Library","ZRR169","Oceanside Library History","oceanside-library-history",0
"Long Island Library Resources Council","LILRC046","Oceanside Library","ZRR116","Oceanside's Bicentennial Celebration","oceansides-bicentennial-celebration",0
"Rochester Regional Library Council","RRLC033","Ogden Farmers' Library","XBW001","Spencerport High School Yearbooks","spencerport-high-school-yearbooks",0
"Northern New York Library Network","NNYLN016","Ogdensburg Public Library","OGDENS001","General Curtis Collection","general-curtis-collection",0
"Central New York Library Resources Council","CLRC026","Oneida Public Library","SRR014","Madison County Atlases","madison-county-atlases",0
"Central New York Library Resources Council","CLRC026","Oneida Public Library","SRR145","Oneida Yearbook Collection","oneida-yearbook-collection",0
"Central New York Library Resources Council","CLRC027","Onondaga Community College - Coulter Library","SRR084","Onondaga Community College Yearbooks","onondaga-community-college-yearbooks",0
"Central New York Library Resources Council","CLRC027","Onondaga Community College - Coulter Library","SRR027","A History of the Black Community of Syracuse","history-black-community-syracuse",0
"Central New York Library Resources Council","CLRC025","Onondaga County Public Library - Central Library","SRR049","George W. Fenner World War I Photographs, Syracuse, NY, 1918","george-w-fenner-world-war-i-photographs-syracuse-ny-1918",0
"Central New York Library Resources Council","CLRC025","Onondaga County Public Library - Central Library","SRR123","Postcards of Syracuse and Central New York","postcards-syracuse-and-central-new-york",0
"Central New York Library Resources Council","CLRC025","Onondaga County Public Library - Central Library","SRR080","American Humane Association 'Be Kind to Animals' Poster Collection","american-humane-association-be-kind-animals-poster-collection",21
"Central New York Library Resources Council","CLRC025","Onondaga County Public Library - Central Library","SRR040","Quilt Patterns of Onondaga County, 1919-1923","quilt-patterns-onondaga-county-1919-1923",0
"Central New York Library Resources Council","CLRC025","Onondaga County Public Library - Central Library","SRR074","Lincoln Auditorium, Central High School Programs Collection","lincoln-auditorium-central-high-school-programs-collection",0
"Central New York Library Resources Council","CLRC025","Onondaga County Public Library - Central Library","SRR103","Civil War Letters and Journal of Charles F. Weller","civil-war-letters-and-journal-charles-f-weller",5
"Central New York Library Resources Council","CLRC025","Onondaga County Public Library - Central Library","SRR059","Beauchamp Branch Photodocumentation Project, 1994","beauchamp-branch-photodocumentation-project-1994",6
"Central New York Library Resources Council","CLRC025","Onondaga County Public Library - Central Library","SRR023","Syracuse Central High School Archives","syracuse-central-high-school-archives",0
"Central New York Library Resources Council","CLRC023","Onondaga County Public Library - Mundy Branch Library","SRR019","Onondaga Parks Association","onondaga-parks-association",0
"Southeastern New York Library Resources Council","SENYLRC053","Orange County Community College - Library","VGA001","Fiske Boyd Collection","fiske-boyd-collection",0
"Southeastern New York Library Resources Council","SENYLRC053","Orange County Community College - Library","VGA002","Horton and Morrison Family Collection","horton-and-morrison-family-collection",0
"Southeastern New York Library Resources Council","SENYLRC053","Orange County Community College - Library","VGA003","Orange County Community College History Collection","orange-county-community-college-history-collection",0
"Southeastern New York Library Resources Council","SENYLRC064","Orangetown Historical Museum & Archives","NYORN001","George Springsteen Photograph Collection","george-springsteen-photograph-collection",0
"Central New York Library Resources Council","CLRC028","Oriskany Village Museum","SRR106","Waterbury Mill","waterbury-mill",0
"Northern New York Library Network","NNYLN017","Oswego Public Library","VNZ003","Oswego Historical Society","oswego-historical-society",0
"Northern New York Library Network","NNYLN017","Oswego Public Library","NNYG003","Ella Wheeler Glass-plate Negatives Collection","ella-wheeler-glass-plate-negatives-collection",2
"Northern New York Library Network","NNYLN017","Oswego Public Library","VNZOPL002","Safe Haven","safe-haven",0
"Northern New York Library Network","NNYLN017","Oswego Public Library","VNZ002","Oswego City Directories","oswego-city-directories",0
"South Central Regional Library Council","SCLRC022","Oxford Memorial Library","YXF001","Covered Bridges of New York State","covered-bridges-new-york-state",6
"Southeastern New York Library Resources Council","SENYLRC003","Palisades Interstate Park Commission","ZSE049","Major William A. Welch Document Collection","major-william-welch-document-collection",0
"Southeastern New York Library Resources Council","SENYLRC003","Palisades Interstate Park Commission","ZSE009","Lantern Slides - Palisades Interstate Park Commission","lantern-slides-palisades-interstate-park-commission",0
"Southeastern New York Library Resources Council","SENYLRC003","Palisades Interstate Park Commission","ZSE010","William Thompson Howell Photographs","william-thompson-howell-photographs",0
"Northern New York Library Network","NNYLN018","Paul Smith's College - Joan Weill Adirondack Library","VNF003002","Paul Smith's College St. Regian Yearbooks Collection","paul-smiths-college-st-regian-yearbooks-collection",0
"Northern New York Library Network","NNYLN018","Paul Smith's College - Joan Weill Adirondack Library","VNF003001","Calvin Coolidge at Paul Smiths","calvin-coolidge-paul-smiths",2
"Northern New York Library Network","NNYLN018","Paul Smith's College - Joan Weill Adirondack Library","VNF003","Paul Smiths College Collection","paul-smiths-college-collection",0
"Rochester Regional Library Council","RRLC015","Perry Public Library","XDZ002","Clark Rice Photography Collection","clark-rice-photography-collection",1
"Rochester Regional Library Council","RRLC015","Perry Public Library","XDZ001","Henry Page Historical Files","henry-page-historical-files",0
"Long Island Library Resources Council","LILRC035","Pierson Middle School","ZRR077","Pierson War Journal","pierson-war-journal",0
"Long Island Library Resources Council","LILRC036","Plainview Old Bethpage Public Library","ZRR078","Plainview-Old Bethpage Public Library Local History Photograph Collection","plainview-old-bethpage-public-library-local-history-photograph-collection",0
"Southeastern New York Library Resources Council","SENYLRC068","Plattekill Historical Society","NYPKL001","Plattekill, NY History Collection","plattekill-ny-history-collection",0
"Long Island Library Resources Council","LILRC037","Port Jefferson Free Library","ZRR079","Port Jefferson Postcards","port-jefferson-postcards",0
"Long Island Library Resources Council","LILRC038","Port Washington Public Library","ZRR202","Plain Talk","plain-talk",0
"Long Island Library Resources Council","LILRC038","Port Washington Public Library","ZRR084","Virginia Marshall Martus Collection","virginia-marshall-martus-collection",0
"Long Island Library Resources Council","LILRC038","Port Washington Public Library","ZRR082","Port Washington Maritime Collection;","port-washington-maritime-collection",0
"Long Island Library Resources Council","LILRC038","Port Washington Public Library","ZRR081","Port Washington Main Street Collection","port-washington-main-street-collection",0
"Long Island Library Resources Council","LILRC038","Port Washington Public Library","ZRR080","Port Washington Library History Collection","port-washington-library-history-collection",0
"Long Island Library Resources Council","LILRC038","Port Washington Public Library","ZRR190","Long Island Sandmining Collection","long-island-sandmining-collection",0
"Long Island Library Resources Council","LILRC038","Port Washington Public Library","ZRR201","Mason-Malone Collection","mason-malone-collection",0
"Long Island Library Resources Council","LILRC038","Port Washington Public Library","ZRR200","Ernie Simon Collection","ernie-simon-collection",4
"Northern New York Library Network","NNYLN020","Potsdam Public Museum","NNYLNPPM009","Benjamin Raymond Record of Sales 1803-1818","benjamin-raymond-record-sales-1803-1818",0
"Northern New York Library Network","NNYLN020","Potsdam Public Museum","NNYLNPPM008","Burnap Collection of English Pottery and Porcelain","burnap-collection-english-pottery-and-porcelain",0
"Northern New York Library Network","NNYLN020","Potsdam Public Museum","NNYLNPPM007","Church Buildings","church-buildings",1
"Northern New York Library Network","NNYLN020","Potsdam Public Museum","NNYLNPPM005","Horse Drawn Transportation in Potsdam","horse-drawn-transportation-potsdam",0
"Northern New York Library Network","NNYLN020","Potsdam Public Museum","NNYLNPPM004","Potsdam Fire Department","potsdam-fire-department",0
"Northern New York Library Network","NNYLN020","Potsdam Public Museum","NNYLNPPM003","Potsdam in the 1940s","potsdam-1940s",0
"Northern New York Library Network","NNYLN020","Potsdam Public Museum","NNYLNPPM002","Potsdam Railroad, 1850 to 2000","potsdam-railroad-1850-2000",0
"Northern New York Library Network","NNYLN020","Potsdam Public Museum","NNYLNPPM001","The Automobile in Potsdam","automobile-potsdam",3
"Northern New York Library Network","NNYLN020","Potsdam Public Museum","NNYLNPPM006","Early History of Potsdam","early-history-potsdam",46
"Southeastern New York Library Resources Council","SENYLRC049","Putnam County NY History Collections","ZSE033","Patterson Historical Society Digital Collection","patterson-historical-society-digital-collection",0
"Southeastern New York Library Resources Council","SENYLRC049","Putnam County NY History Collections","ZSE034","Putnam County Historian's Office Digital Collection","putnam-county-historians-office-digital-collection",0
"Southeastern New York Library Resources Council","SENYLRC049","Putnam County NY History Collections","ZSE032","Kent Historical Society Digital Collection","kent-historical-society-digital-collection",0
"Southeastern New York Library Resources Council","SENYLRC059","Reher Center for Immigrant Culture and History","ZSE040","Reher Center Collection","reher-center-collection",0
"Central New York Library Resources Council","CLRC029","Remsen Steuben Historical Society","SRR015","Dr. Daniel Roberts Collection","dr-daniel-roberts-collection",4
"Capital District Library Council","CDLC026","Rensselaer County Historical Society","RCHSC001","Rensselaer County Historical Society Edgar Holloway Collection of Watercolors and Prints","rensselaer-county-historical-society-edgar-holloway-collection-watercolors-and-prints",0
"Southeastern New York Library Resources Council","SENYLRC057","Rhinebeck Historical Society","ZSE039","Rhinebeck Images and Documents","rhinebeck-images-and-documents",0
"Rochester Regional Library Council","RRLC018","RIT Libraries, Cary Graphic Arts Collection","RVE001","William N. Weeden Color Printing Manuscript 1886","william-n-weeden-color-printing-manuscript-1886",0
"Rochester Regional Library Council","RRLC016","Rochester Civic Garden Center","RCGCL002","Rochester Civic Garden Center Bulletins 1945-2007","rochester-civic-garden-center-bulletins-1945-2007",0
"Rochester Regional Library Council","RRLC017","Rochester Genealogical Society","RGS002","Rochester Area Cemetery Records","rochester-area-cemetery-records",0
"Rochester Regional Library Council","RRLC017","Rochester Genealogical Society","RGS003","Rochester Area Historian's Holdings","rochester-area-historians-holdings",0
"Rochester Regional Library Council","RRLC017","Rochester Genealogical Society","RGS001","Rochester Area Church Records","rochester-area-church-records",0
"Rochester Regional Library Council","RRLC020","Rochester Museum & Science Center","VXR001","The Albert R. Stone Negative Collection","albert-r-stone-negative-collection",31
"Rochester Regional Library Council","RRLC021","Rochester Public Library","YQR001","1964 Rochester Riot Photographs","1964-rochester-riot-photographs",72
"Rochester Regional Library Council","RRLC021","Rochester Public Library","YQR002","Rochester NY City Directories","rochester-ny-city-directories",0
"Rochester Regional Library Council","RRLC019","Rochester Regional Health - Rochester Medical Museum & Archvies","B4M001","Rochester Homeopathic Genesee Hospital Collection","rochester-homeopathic-genesee-hospital-collection",0
"Rochester Regional Library Council","RRLC019","Rochester Regional Health - Rochester Medical Museum & Archvies","B4M002","Rochester Homeopathic Genesee Hospital School of Nursing Collection","rochester-homeopathic-genesee-hospital-school-nursing-collection",0
"Rochester Regional Library Council","RRLC019","Rochester Regional Health - Rochester Medical Museum & Archvies","B4M003","The Baker-Cederberg Museum and Archives Collection","baker-cederberg-museum-and-archives-collection",1
"Rochester Regional Library Council","RRLC019","Rochester Regional Health - Rochester Medical Museum & Archvies","B4M004","Rochester City General Hospital School of Nursing Collection","rochester-city-general-hospital-school-nursing-collection",0
"Long Island Library Resources Council","LILRC039","Rockville Centre Public Library","ZRR087","Rockville Centre Library History","rockville-centre-library-history",0
"Long Island Library Resources Council","LILRC039","Rockville Centre Public Library","ZRR147","Historic Rockville Centre Postcards","historic-rockville-centre-postcards",0
"Long Island Library Resources Council","LILRC039","Rockville Centre Public Library","ZRR085","Rockville Centre Historic School Photographs","rockville-centre-historic-school-photographs",0
"Long Island Library Resources Council","LILRC039","Rockville Centre Public Library","ZRR086","Rockville Centre Historic Village Photographs","rockville-centre-historic-village-photographs",0
